indicator,country,iso,year,value,sub_value
fossil_fuel_support_active,Norway,NOR,in_force,2,
fossil_fuel_support_active,Venezuela,VEN,in_force,2,
fossil_fuel_support_active,Zimbabwe,ZWE,in_force,2,
fossil_fuel_support_active,Angola,AGO,in_force,2,
fossil_fuel_support_active,Egypt,EGY,in_force,2,
fossil_fuel_support_active,Philippines,PHL,in_force,1,
fossil_fuel_support_active,Singapore,SGP,in_force,1,
fossil_fuel_support_active,New Zealand,NZL,in_force,1,
fossil_fuel_support_active,Chile,CHL,in_force,1,
fossil_fuel_support_active,Brazil,BRA,in_force,1,
fossil_fuel_support_active,Turkmenistan,TKM,in_force,1,
fossil_fuel_support_active,Bolivia,BOL,in_force,1,
fossil_fuel_support_active,Sri Lanka,LKA,in_force,1,
fossil_fuel_support_active,Kazakhstan,KAZ,in_force,1,
fossil_fuel_support_active,Saudi Arabia,SAU,in_force,1,
fossil_fuel_support_active,United Arab Emirates,ARE,in_force,1,
fossil_fuel_support_active,Benin,BEN,in_force,1,
fossil_fuel_support_active,Botswana,BWA,in_force,1,
fossil_fuel_support_active,Burkina Faso,BFA,in_force,1,
fossil_fuel_support_active,Burundi,BDI,in_force,1,
fossil_fuel_support_active,Cape Verde,CPV,in_force,1,
fossil_fuel_support_active,Central African Republic,CAF,in_force,1,
fossil_fuel_support_active,Chad,TCD,in_force,1,
fossil_fuel_support_active,Congo,COG,in_force,1,
fossil_fuel_support_active,Djibouti,DJI,in_force,1,
fossil_fuel_support_active,Equatorial Guinea,GNQ,in_force,1,
fossil_fuel_support_active,Eritrea,ERI,in_force,1,
fossil_fuel_support_active,Ethiopia,ETH,in_force,1,
fossil_fuel_support_active,Gabon,GAB,in_force,1,
fossil_fuel_support_active,Ghana,GHA,in_force,1,
fossil_fuel_support_active,Guinea,GIN,in_force,1,
fossil_fuel_support_active,Guinea-Bissau,GNB,in_force,1,
fossil_fuel_support_active,Ivory Coast,CIV,in_force,1,
fossil_fuel_support_active,Lesotho,LSO,in_force,1,
fossil_fuel_support_active,Liberia,LBR,in_force,1,
fossil_fuel_support_active,Madagascar,MDG,in_force,1,
fossil_fuel_support_active,Malawi,MWI,in_force,1,
fossil_fuel_support_active,Mali,MLI,in_force,1,
fossil_fuel_support_active,Mauritania,MRT,in_force,1,
fossil_fuel_support_active,Mauritius,MUS,in_force,1,
fossil_fuel_support_active,Morocco,MAR,in_force,1,
fossil_fuel_support_active,Namibia,NAM,in_force,1,
fossil_fuel_support_active,Republic of the Sudan,SDN,in_force,1,
fossil_fuel_support_active,Rwanda,RWA,in_force,1,
fossil_fuel_support_active,Sao Tome & Principe,STP,in_force,1,
fossil_fuel_support_active,Senegal,SEN,in_force,1,
fossil_fuel_support_active,Seychelles,SYC,in_force,1,
fossil_fuel_support_active,Sierra Leone,SLE,in_force,1,
fossil_fuel_support_active,South Sudan,SSD,in_force,1,
fossil_fuel_support_active,Tanzania,TZA,in_force,1,
fossil_fuel_support_active,Togo,TGO,in_force,1,
fossil_fuel_support_active,Tunisia,TUN,in_force,1,
fossil_fuel_support_active,Uganda,UGA,in_force,1,
fossil_fuel_support_active,Zambia,ZMB,in_force,1,
trade_remedies_on_green_goods,United States of America,USA,cumulative_since_2020,22,
trade_remedies_on_green_goods,India,IND,cumulative_since_2020,19,
trade_remedies_on_green_goods,Australia,AUS,cumulative_since_2020,10,
trade_remedies_on_green_goods,Austria,AUT,cumulative_since_2020,7,
trade_remedies_on_green_goods,Belgium,BEL,cumulative_since_2020,7,
trade_remedies_on_green_goods,Bulgaria,BGR,cumulative_since_2020,7,
trade_remedies_on_green_goods,Croatia,HRV,cumulative_since_2020,7,
trade_remedies_on_green_goods,Cyprus,CYP,cumulative_since_2020,7,
trade_remedies_on_green_goods,Czechia,CZE,cumulative_since_2020,7,
trade_remedies_on_green_goods,Denmark,DNK,cumulative_since_2020,7,
trade_remedies_on_green_goods,Estonia,EST,cumulative_since_2020,7,
trade_remedies_on_green_goods,Finland,FIN,cumulative_since_2020,7,
trade_remedies_on_green_goods,France,FRA,cumulative_since_2020,7,
trade_remedies_on_green_goods,Germany,DEU,cumulative_since_2020,7,
trade_remedies_on_green_goods,Greece,GRC,cumulative_since_2020,7,
trade_remedies_on_green_goods,Hungary,HUN,cumulative_since_2020,7,
trade_remedies_on_green_goods,Ireland,IRL,cumulative_since_2020,7,
trade_remedies_on_green_goods,Italy,ITA,cumulative_since_2020,7,
trade_remedies_on_green_goods,Latvia,LVA,cumulative_since_2020,7,
trade_remedies_on_green_goods,Lithuania,LTU,cumulative_since_2020,7,
green_industrial_growth_harmful,Global,WLD,2020,863,
green_industrial_growth_liberalising,Global,WLD,2020,338,
green_industrial_growth_harmful,Global,WLD,2021,771,
green_industrial_growth_liberalising,Global,WLD,2021,274,
green_industrial_growth_harmful,Global,WLD,2022,1047,
green_industrial_growth_liberalising,Global,WLD,2022,282,
green_industrial_growth_harmful,Global,WLD,2023,1222,
green_industrial_growth_liberalising,Global,WLD,2023,263,
green_industrial_growth_harmful,Global,WLD,2024,1076,
green_industrial_growth_liberalising,Global,WLD,2024,277,
green_industrial_growth_harmful,Global,WLD,2025,1105,
green_industrial_growth_liberalising,Global,WLD,2025,413,
green_industrial_growth_harmful,Global,WLD,2026,376,
green_industrial_growth_liberalising,Global,WLD,2026,142,
fossil_subsidy_trend,Global,WLD,2020,178,
green_subsidy_trend,Global,WLD,2020,626,
fossil_subsidy_trend,Global,WLD,2021,158,
green_subsidy_trend,Global,WLD,2021,533,
fossil_subsidy_trend,Global,WLD,2022,298,
green_subsidy_trend,Global,WLD,2022,685,
fossil_subsidy_trend,Global,WLD,2023,292,
green_subsidy_trend,Global,WLD,2023,898,
fossil_subsidy_trend,Global,WLD,2024,194,
green_subsidy_trend,Global,WLD,2024,726,
fossil_subsidy_trend,Global,WLD,2025,48,
green_subsidy_trend,Global,WLD,2025,724,
fossil_subsidy_trend,Global,WLD,2026,0,
green_subsidy_trend,Global,WLD,2026,276,
mineral_export_restrictions,Global,WLD,2020,4,lithium
mineral_export_restrictions,Global,WLD,2021,1,lithium
mineral_export_restrictions,Global,WLD,2022,17,lithium
mineral_export_restrictions,Global,WLD,2023,15,lithium
mineral_export_restrictions,Global,WLD,2024,13,lithium
mineral_export_restrictions,Global,WLD,2025,12,lithium
mineral_export_restrictions,Global,WLD,2020,10,copper
mineral_export_restrictions,Global,WLD,2021,9,copper
mineral_export_restrictions,Global,WLD,2022,31,copper
mineral_export_restrictions,Global,WLD,2023,27,copper
mineral_export_restrictions,Global,WLD,2024,23,copper
mineral_export_restrictions,Global,WLD,2025,52,copper
mineral_export_restrictions,Global,WLD,2026,11,copper
mineral_export_restrictions,Global,WLD,2020,3,graphite
mineral_export_restrictions,Global,WLD,2021,1,graphite
mineral_export_restrictions,Global,WLD,2022,16,graphite
mineral_export_restrictions,Global,WLD,2023,16,graphite
mineral_export_restrictions,Global,WLD,2024,10,graphite
mineral_export_restrictions,Global,WLD,2025,23,graphite
mineral_export_restrictions,Global,WLD,2026,7,graphite
mineral_export_restrictions,Global,WLD,2020,4,rare_earths
mineral_export_restrictions,Global,WLD,2021,5,rare_earths
mineral_export_restrictions,Global,WLD,2022,16,rare_earths
mineral_export_restrictions,Global,WLD,2023,13,rare_earths
mineral_export_restrictions,Global,WLD,2024,13,rare_earths
mineral_export_restrictions,Global,WLD,2025,30,rare_earths
mineral_export_restrictions,Global,WLD,2026,4,rare_earths
mineral_export_restrictions,Global,WLD,2020,12,all
mineral_export_restrictions,Global,WLD,2021,18,all
mineral_export_restrictions,Global,WLD,2022,58,all
mineral_export_restrictions,Global,WLD,2023,66,all
mineral_export_restrictions,Global,WLD,2024,47,all
mineral_export_restrictions,Global,WLD,2025,91,all
mineral_export_restrictions,Global,WLD,2026,19,all
