intervention_id,intervention_url,date_announced,gta_evaluation,intervention_type,mast_chapter,is_in_force,implementing_jurisdictions,affected_hs_codes
155566,https://globaltradealert.org/intervention/155566,2026-05-20,Green,Import tariff,Tariff measures,Yes,Australia,"842810, 847989, 851419"
155567,https://globaltradealert.org/intervention/155567,2026-05-20,Green,Import tariff,Tariff measures,Yes,Australia,841290
155572,https://globaltradealert.org/intervention/155572,2026-05-20,Red,Import tariff,Tariff measures,Yes,Australia,"392690, 590699, 680610, 830820, 840991, 841981, 846410, 847989, 848079, 854411"
155573,https://globaltradealert.org/intervention/155573,2026-05-20,Red,Production subsidy,L: Subsidies (excl. export subsidies),Yes,Germany,280410
155574,https://globaltradealert.org/intervention/155574,2026-05-20,Red,Financial grant,L: Subsidies (excl. export subsidies),Yes,Germany,"848690, 900290"
155510,https://globaltradealert.org/intervention/155510,2026-05-19,Amber,"State aid, unspecified",L: Subsidies (excl. export subsidies),No,"Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden","310100, 310210, 310221, 310229, 310230, 310240, 310250, 310260, 310280, 310290, 310311, 310319, 310390, 310420, 310430, 310490, 310510, 310520, 310530, 310540, 310551, 310559, 310560, 310590"
155511,https://globaltradealert.org/intervention/155511,2026-05-19,Green,Import tariff quota,"E: Non-automatic licensing, quotas etc.",No,"Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden","310100, 310210, 310221, 310229, 310230, 310240, 310250, 310260, 310280, 310290, 310311, 310319, 310390, 310420, 310430, 310490, 310510, 310520, 310530, 310540, 310551, 310559, 310560, 310590"
155639,https://globaltradealert.org/intervention/155639,2026-05-19,Red,Export ban,P: Export-related measures (incl. subsidies),Yes,United Kingdom,"130219, 220710, 250100, 250200, 250300, 250410, 250490, 250510, 250590, 250610, 250620, 250700, 251010, 251020, 251110, 251120, 251310, 251320, 251400, 251611, 251612, 251620, 251690, 251710, 251720, 251730, 251741, 251749, 251810, 251990, 252020, 252310, 252321, 252329, 252330, 252390, 252410, 252490, 252800, 252910, 252921, 252922, 252930, 253010, 253090, 260111, 260112, 260120, 260200, 260300, 260400, 260500, 260600, 260700, 260800, 260900, 261100, 261210, 261220, 261310, 261390, 261400, 261510, 261590, 261610, 261690, 261710, 261790, 261800, 261900, 262011, 262019, 262021, 262029, 262030, 262040, 262060, 262091, 262099, 262110, 262190, 270710, 270720, 270740, 270750, 270791, 270799, 280110, 280120, 280130, 280200, 280421, 280429, 280480, 280519, 281213, 281219, 281512, 281700, 281810, 281820, 282110, 282120, 282200, 282300, 282410, 282490, 282510, 282619, 282690, 283510, 283522, 283524, 283525, 283526, 283529, 283531, 283539, 284011, 284019, 284020, 284180, 284990, 285000, 290122, 290129, 290219, 290220, 290230, 290241, 290242, 290243, 290250, 290290, 290311, 290312, 290313, 290314, 290315, 290319, 290321, 290322, 290323, 290329, 290341, 290342, 290343, 290344, 290345, 290346, 290347, 290348, 290349, 290351, 290359, 290361, 290362, 290369, 290371, 290372, 290373, 290374, 290375, 290376, 290377, 290378, 290379, 290381, 290382, 290383, 290389, 290391, 290392, 290393, 290394, 290399, 290420, 290499, 290511, 290512, 290529, 290545, 290549, 290559, 290621, 290629, 290899, 290911, 290919, 290930, 290950, 290960, 291090, 291100, 291211, 291212, 291219, 291221, 291229, 291241, 291249, 291300, 291411, 291412, 291422, 291429, 291431, 291439, 291469, 291521, 291524, 291539, 291540, 291590, 291619, 291631, 291632, 291634, 291639, 291719, 291811, 291812, 291813, 291814, 291815, 291816, 291817, 291818, 291819, 291821, 291822, 291823, 291829, 291830, 291891, 291899, 292023, 292090, 292111, 292112, 292113, 292114, 292119, 292121, 292129, 292130, 292142, 292143, 292144, 292145, 292146, 292149, 292151, 292159, 292212, 292214, 292215, 292216, 292217, 292218, 292219, 292221, 292229, 292231, 292239, 292241, 292242, 292244, 292249, 292250, 292310, 292330, 292340, 292390, 292419, 292429, 292529, 292610, 292690, 292700, 292800, 292910, 292990, 293090, 293190, 293211, 293212, 293220, 293293, 293299, 293329, 293332, 293339, 293369, 293379, 293399, 293499, 293590, 293810, 293890, 294000, 300249, 320411, 320412, 320413, 320414, 320415, 320416, 320417, 320418, 320419, 320420, 320490, 320611, 320619, 320620, 320641, 320642, 320650, 321100, 321511, 321519, 321590, 330290, 340231, 340239, 340241, 340242, 340249, 340250, 340290, 340420, 340490, 340510, 340520, 340530, 340540, 340590, 350610, 350691, 350790, 370110, 370130, 370199, 370710, 370790, 380110, 380130, 380190, 380210, 380290, 380610, 380630, 380690, 380894, 382100, 382219, 382311, 382312, 382319, 382370, 390729, 390799, 390950, 391000, 391190, 391310, 391390, 391400, 391510, 391530, 391590, 391610, 391620, 391690, 392690, 400811, 400819, 400829, 401310, 401320, 401390, 680410, 680421, 680422, 680430, 681011, 681019, 681099, 681511, 681512, 681513, 681519, 681520, 681591, 681599, 690210, 690220, 690290, 690310, 690320, 690390, 690911, 690912, 690919, 700220, 701790, 710229, 710391, 710491, 731210, 731290, 731300, 731414, 731419, 731420, 731431, 731439, 731441, 731442, 731449, 731450, 731511, 731512, 731519, 731520, 731581, 731582, 731589, 731590, 732611, 732619, 732620, 732690, 740100, 740200, 740311, 740312, 740313, 740319, 740321, 740322, 740329, 740400, 740500, 740610, 740620, 741510, 741529, 741533, 741539, 741810, 741820, 750890, 760110, 760120, 760200, 760310, 760320, 760410, 760421, 760429, 760611, 760612, 760691, 760711, 760719, 760810, 760820, 760900, 761300, 761410, 761490, 761510, 761520, 761610, 761691, 761699, 780110, 780191, 780199, 810194, 810196, 810197, 810199, 810399, 810411, 810419, 810420, 810430, 810490, 810520, 810530, 810820, 810830, 810890, 811010, 811020, 811090, 811212, 811213, 811219, 811222, 811229, 811292, 811299, 820210, 820231, 820239, 820240, 820291, 820299, 820310, 820320, 820330, 820340, 820411, 820412, 820420, 830210, 830220, 830241, 830242, 830249, 830250, 830260, 841420, 841430, 841440, 841451, 841459, 841460, 841470, 841480, 841490, 841869, 841989, 842010, 842091, 842220, 842230, 842240, 842310, 842320, 842330, 842381, 842382, 842389, 842390, 847330, 854160, 854231, 854370, 900220, 901380, 901600, 901710, 901720, 901730, 901780, 901790, 902511, 902519, 902580, 902750, 902789, 902810, 902820, 902830, 902890, 903089, 903180, 903289, 903300"
155640,https://globaltradealert.org/intervention/155640,2026-05-19,Red,Import ban,"E: Non-automatic licensing, quotas etc.",Yes,United Kingdom,"271012, 271019, 271020, 271091, 271099"
155768,https://globaltradealert.org/intervention/155768,2026-05-19,Red,Financial grant,L: Subsidies (excl. export subsidies),Yes,United States of America,"280530, 284610, 284690"
155584,https://globaltradealert.org/intervention/155584,2026-05-18,Red,Import tariff,Tariff measures,Yes,Brazil,"392010, 850760"
155606,https://globaltradealert.org/intervention/155606,2026-05-18,Red,Import tariff,Tariff measures,Yes,Brazil,"391722, 681389, 841410, 903289"
155608,https://globaltradealert.org/intervention/155608,2026-05-18,Green,Tax or social insurance relief,L: Subsidies (excl. export subsidies),Yes,Brazil,"870210, 870220, 870230, 870240, 870290, 870310, 870321, 870322, 870323, 870324, 870331, 870332, 870333, 870340, 870350, 870360, 870370, 870380, 870390, 870410, 870421, 870422, 870423, 870431, 870432, 870441, 870442, 870443, 870451, 870452, 870460, 870490, 870510, 870520, 870530, 870540, 870590, 870600, 870710, 870790, 870810, 870821, 870822, 870829, 870830, 870840, 870850, 870870, 870880, 870891, 870892, 870893, 870894, 870895, 870899, 870911, 870919, 870990, 871000, 871110, 871120, 871130, 871140, 871150, 871160, 871190"
155609,https://globaltradealert.org/intervention/155609,2026-05-18,Red,Tax or social insurance relief,L: Subsidies (excl. export subsidies),Yes,Brazil,"870210, 870220, 870230, 870240, 870290, 870310, 870321, 870322, 870323, 870324, 870331, 870332, 870333, 870340, 870350, 870360, 870370, 870380, 870390, 870410, 870421, 870422, 870423, 870431, 870432, 870441, 870442, 870443, 870451, 870452, 870460, 870490, 870510, 870520, 870530, 870540, 870590, 870600, 870710, 870790, 870810, 870821, 870822, 870829, 870830, 870840, 870850, 870870, 870880, 870891, 870892, 870893, 870894, 870895, 870899, 870911, 870919, 870990, 871000, 871110, 871120, 871130, 871140, 871150, 871160, 871190"
155499,https://globaltradealert.org/intervention/155499,2026-05-17,Red,"FDI: Treatment and operations, nes",FDI measures,Yes,Australia,280530
155516,https://globaltradealert.org/intervention/155516,2026-05-17,Green,Export tax,P: Export-related measures (incl. subsidies),Yes,Egypt,310230
155464,https://globaltradealert.org/intervention/155464,2026-05-15,Green,Internal taxation of imports,"F:  Price-control measures, including additional taxes and charges",No,Mexico,"271012, 271019"
155466,https://globaltradealert.org/intervention/155466,2026-05-15,Red,Internal taxation of imports,"F:  Price-control measures, including additional taxes and charges",No,Mexico,271020
155531,https://globaltradealert.org/intervention/155531,2026-05-15,Red,Import price benchmark,"F:  Price-control measures, including additional taxes and charges",Yes,India,"150710, 151110, 710610, 710691, 710692, 710811, 710812, 710813, 710820, 711319, 711419, 740400"
155817,https://globaltradealert.org/intervention/155817,2026-05-15,Red,State loan,L: Subsidies (excl. export subsidies),Yes,Nigeria,"160100, 160210, 160220, 160231, 160232, 160239, 160241, 160242, 160249, 160250, 160290, 160411, 160412, 160413, 160414, 160415, 160416, 160417, 160418, 160419, 160420, 160431, 160432, 160510, 160521, 160529, 160530, 160540, 160551, 160552, 160553, 160554, 160555, 160556, 160557, 160558, 160559, 160561, 160562, 160563, 160569, 170112, 170113, 170114, 170191, 170199, 170410, 170490, 180610, 180620, 180631, 180632, 180690, 190110, 190120, 190190, 190211, 190219, 190220, 190230, 190240, 190410, 190420, 190430, 190490, 190510, 190520, 190531, 190532, 190540, 190590, 200110, 200190, 200210, 200290, 200510, 200520, 200540, 200551, 200559, 200560, 200570, 200580, 200591, 200599, 200710, 200791, 200799, 200811, 200819, 200820, 200830, 200840, 200850, 200860, 200870, 200880, 200891, 200893, 200897, 200899, 200911, 200912, 200919, 200921, 200929, 200931, 200939, 200941, 200949, 200950, 200961, 200969, 200971, 200979, 200981, 200989, 200990, 210111, 210112, 210120, 210130, 210310, 210320, 210330, 210390, 210410, 210420, 210500, 210610, 210690, 220110, 220190, 220210, 220291, 220299, 220300, 220410, 220421, 220422, 220429, 220430, 220710, 220720, 220900, 252310, 252321, 252329, 252330, 252390, 300213, 300214, 300215, 300310, 300320, 300331, 300339, 300341, 300342, 300343, 300349, 300360, 300390, 300410, 300420, 300431, 300432, 300439, 300441, 300442, 300443, 300449, 300450, 300460, 300490, 730210, 730230, 730240, 730290, 730810, 730820, 730830, 730840, 730890, 761010, 761090, 841311, 841319, 841320, 841330, 841340, 841350, 841360, 841370, 841381, 841382, 841391, 841392, 841911, 841912, 841919, 841920, 841933, 841934, 841935, 841939, 841940, 841950, 841960, 841981, 841989, 841990, 842611, 842612, 842619, 842620, 842630, 842641, 842649, 842691, 842699, 842710, 842720, 842790, 842810, 842820, 842831, 842832, 842833, 842839, 842840, 842860, 842870, 842890, 842911, 842919, 842920, 842930, 842940, 842951, 842952, 842959, 843010, 843020, 843031, 843039, 843041, 843049, 843050, 843061, 843069, 847410, 847420, 847431, 847432, 847439, 847480, 847490, 850110, 850120, 850131, 850132, 850133, 850134, 850140, 850151, 850152, 850153, 850161, 850162, 850163, 850164, 850171, 850172, 850180, 850211, 850212, 850213, 850220, 850231, 850239, 850240, 850410, 850421, 850422, 850423, 850431, 850432, 850433, 850434, 850440, 850450, 850490, 850710, 850720, 850730, 850750, 850760, 850780, 850790, 854110, 854121, 854129, 854130, 854141, 854142, 854143, 854149, 854151, 854159, 854160, 854190, 860110, 860120, 860210, 860290, 860310, 860390, 860400, 860500, 860610, 860630, 860691, 860692, 860699, 860711, 860712, 860719, 860721, 860729, 860730, 860791, 860799, 860800, 870110, 870121, 870122, 870123, 870124, 870129, 870130, 870191, 870192, 870193, 870194, 870195, 870210, 870220, 870230, 870240, 870290, 870310, 870321, 870322, 870323, 870324, 870331, 870332, 870333, 870340, 870350, 870360, 870370, 870380, 870390, 870410, 870421, 870422, 870423, 870431, 870432, 870441, 870442, 870443, 870451, 870452, 870460, 870490, 870510, 870520, 870530, 870540, 870590, 870911, 870919, 870990, 871610, 871620, 871631, 871639, 871640, 871680, 871690, 880211, 880212, 880220, 880230, 880240, 880260, 890110, 890120, 890130, 890190, 890400, 890510, 890520, 890590, 890610, 890690"
155988,https://globaltradealert.org/intervention/155988,2026-05-15,Green,Export tax,P: Export-related measures (incl. subsidies),No,India,"271012, 271019, 271020, 271091, 271099"
155992,https://globaltradealert.org/intervention/155992,2026-05-15,Red,Export tax,P: Export-related measures (incl. subsidies),No,India,271012
155993,https://globaltradealert.org/intervention/155993,2026-05-15,Green,Export tax,P: Export-related measures (incl. subsidies),No,India,"271012, 271019, 271020, 271091, 271099"
155481,https://globaltradealert.org/intervention/155481,2026-05-14,Amber,Instrument unclear,Instrument unclear,No,United Kingdom,"250200, 260111, 260112, 260120, 261800, 261900, 262011, 262019, 262021, 262029, 262030, 262040, 262060, 262091, 262099, 720110, 720120, 720150, 720211, 720219, 720221, 720229, 720230, 720241, 720249, 720250, 720260, 720270, 720280, 720291, 720292, 720293, 720299, 720310, 720390, 720410, 720421, 720429, 720430, 720441, 720449, 720450, 720510, 720521, 720529, 720610, 720690, 720711, 720712, 720719, 720720, 720810, 720825, 720826, 720827, 720836, 720837, 720838, 720839, 720840, 720851, 720852, 720853, 720854, 720890, 720915, 720916, 720917, 720918, 720925, 720926, 720927, 720928, 720990, 721011, 721012, 721020, 721030, 721041, 721049, 721050, 721061, 721069, 721070, 721090, 721113, 721114, 721119, 721123, 721129, 721190, 721210, 721220, 721230, 721240, 721250, 721260, 721310, 721320, 721391, 721399, 721410, 721420, 721430, 721491, 721499, 721510, 721550, 721590, 721610, 721621, 721622, 721631, 721632, 721633, 721640, 721650, 721661, 721669, 721691, 721699, 721710, 721720, 721730, 721790, 721810, 721891, 721899, 721911, 721912, 721913, 721914, 721921, 721922, 721923, 721924, 721931, 721932, 721933, 721934, 721935, 721990, 722011, 722012, 722020, 722090, 722100, 722211, 722219, 722220, 722230, 722240, 722300, 722410, 722490, 722511, 722519, 722530, 722540, 722550, 722591, 722592, 722599, 722611, 722619, 722620, 722691, 722692, 722699, 722710, 722720, 722790, 722810, 722820, 722830, 722840, 722850, 722860, 722870, 722880, 722920, 722990, 730110, 730120, 730210, 730230, 730240, 730290, 730300, 730411, 730419, 730422, 730423, 730424, 730429, 730431, 730439, 730441, 730449, 730451, 730459, 730490, 730511, 730512, 730519, 730520, 730531, 730539, 730590, 730611, 730619, 730621, 730629, 730630, 730640, 730650, 730661, 730669, 730690, 730711, 730719, 730721, 730722, 730723, 730729, 730791, 730792, 730793, 730799, 730810, 730820, 730830, 730840, 730890, 730900, 731010, 731021, 731029, 731100, 731210, 731290, 731300, 731412, 731414, 731419, 731420, 731431, 731439, 731441, 731442, 731449, 731450, 731511, 731512, 731519, 731520, 731581, 731582, 731589, 731590, 731600, 731700, 731811, 731812, 731813, 731814, 731815, 731816, 731819, 731821, 731822, 731823, 731824, 731829, 731940, 731990, 732010, 732020, 732090, 732111, 732112, 732119, 732181, 732182, 732189, 732190, 732211, 732219, 732290, 732310, 732391, 732392, 732393, 732394, 732399, 732410, 732421, 732429, 732490, 732510, 732591, 732599, 732611, 732619, 732620, 732690"
155482,https://globaltradealert.org/intervention/155482,2026-05-14,Amber,"State aid, unspecified",L: Subsidies (excl. export subsidies),No,United Kingdom,"250200, 260111, 260112, 260120, 261800, 261900, 262011, 262019, 262021, 262029, 262030, 262040, 262060, 262091, 262099, 720110, 720120, 720150, 720211, 720219, 720221, 720229, 720230, 720241, 720249, 720250, 720260, 720270, 720280, 720291, 720292, 720293, 720299, 720310, 720390, 720410, 720421, 720429, 720430, 720441, 720449, 720450, 720510, 720521, 720529, 720610, 720690, 720711, 720712, 720719, 720720, 720810, 720825, 720826, 720827, 720836, 720837, 720838, 720839, 720840, 720851, 720852, 720853, 720854, 720890, 720915, 720916, 720917, 720918, 720925, 720926, 720927, 720928, 720990, 721011, 721012, 721020, 721030, 721041, 721049, 721050, 721061, 721069, 721070, 721090, 721113, 721114, 721119, 721123, 721129, 721190, 721210, 721220, 721230, 721240, 721250, 721260, 721310, 721320, 721391, 721399, 721410, 721420, 721430, 721491, 721499, 721510, 721550, 721590, 721610, 721621, 721622, 721631, 721632, 721633, 721640, 721650, 721661, 721669, 721691, 721699, 721710, 721720, 721730, 721790, 721810, 721891, 721899, 721911, 721912, 721913, 721914, 721921, 721922, 721923, 721924, 721931, 721932, 721933, 721934, 721935, 721990, 722011, 722012, 722020, 722090, 722100, 722211, 722219, 722220, 722230, 722240, 722300, 722410, 722490, 722511, 722519, 722530, 722540, 722550, 722591, 722592, 722599, 722611, 722619, 722620, 722691, 722692, 722699, 722710, 722720, 722790, 722810, 722820, 722830, 722840, 722850, 722860, 722870, 722880, 722920, 722990, 730110, 730120, 730210, 730230, 730240, 730290, 730300, 730411, 730419, 730422, 730423, 730424, 730429, 730431, 730439, 730441, 730449, 730451, 730459, 730490, 730511, 730512, 730519, 730520, 730531, 730539, 730590, 730611, 730619, 730621, 730629, 730630, 730640, 730650, 730661, 730669, 730690, 730711, 730719, 730721, 730722, 730723, 730729, 730791, 730792, 730793, 730799, 730810, 730820, 730830, 730840, 730890, 730900, 731010, 731021, 731029, 731100, 731210, 731290, 731300, 731412, 731414, 731419, 731420, 731431, 731439, 731441, 731442, 731449, 731450, 731511, 731512, 731519, 731520, 731581, 731582, 731589, 731590, 731600, 731700, 731811, 731812, 731813, 731814, 731815, 731816, 731819, 731821, 731822, 731823, 731824, 731829, 731940, 731990, 732010, 732020, 732090, 732111, 732112, 732119, 732181, 732182, 732189, 732190, 732211, 732219, 732290, 732310, 732391, 732392, 732393, 732394, 732399, 732410, 732421, 732429, 732490, 732510, 732591, 732599, 732611, 732619, 732620, 732690"
155552,https://globaltradealert.org/intervention/155552,2026-05-14,Red,State loan,L: Subsidies (excl. export subsidies),Yes,Philippines,"270900, 271012, 271019, 271020"
155732,https://globaltradealert.org/intervention/155732,2026-05-14,Green,Import incentive,L: Subsidies (excl. export subsidies),Yes,Philippines,"270900, 271012, 271019, 271020"
155343,https://globaltradealert.org/intervention/155343,2026-05-13,Green,Import tariff,Tariff measures,Yes,Australia,847989
155344,https://globaltradealert.org/intervention/155344,2026-05-13,Green,Import tariff,Tariff measures,Yes,Australia,"841290, 847431, 847989"
155345,https://globaltradealert.org/intervention/155345,2026-05-13,Green,Import tariff,Tariff measures,Yes,Australia,848110
155347,https://globaltradealert.org/intervention/155347,2026-05-13,Green,Import tariff,Tariff measures,Yes,Australia,"847989, 848180"
155349,https://globaltradealert.org/intervention/155349,2026-05-13,Red,Import tariff,Tariff measures,Yes,Australia,"841989, 842890, 847910, 847989, 848180, 853690"
155381,https://globaltradealert.org/intervention/155381,2026-05-13,Green,Import tariff,Tariff measures,Yes,Argentina,"840310, 840610, 840681, 840682, 840690, 840721, 840729, 840790, 840810, 841340, 841370, 841459, 841480, 841620, 841710, 841933, 841950, 842119, 842139, 842199, 844230, 844240, 844339, 845229, 845811, 846031, 846222, 846223, 846224, 846225, 846226, 846229, 846242, 846251, 847130, 847160, 847621, 847690, 848180, 848610, 848620, 848630, 848640, 848690, 851490, 851529, 851762, 852990, 853690, 854143, 854320, 854330, 854340, 854370, 870423, 870443, 900580, 900590, 900710, 900720, 900791, 900792, 901010, 901090, 901210, 901290, 901310, 901390, 901410, 901480, 901490, 902710, 902720, 902750, 902781, 902789, 903010, 903031, 903032, 903039, 903082, 903084, 903090, 903141, 903149, 903180, 903190, 903289, 903290"
155382,https://globaltradealert.org/intervention/155382,2026-05-13,Green,Internal taxation of imports,"F:  Price-control measures, including additional taxes and charges",Yes,Argentina,"840310, 840610, 840681, 840682, 840690, 840721, 840729, 840790, 840810, 841340, 841370, 841459, 841480, 841620, 841710, 841933, 841950, 842119, 842139, 842199, 844230, 844240, 844339, 845229, 845811, 846031, 846222, 846223, 846224, 846225, 846226, 846229, 846242, 846251, 847130, 847160, 847621, 847690, 848180, 848610, 848620, 848630, 848640, 848690, 851490, 851529, 851762, 852990, 853690, 854143, 854320, 854330, 854340, 854370, 870423, 870443, 900580, 900590, 900710, 900720, 900791, 900792, 901010, 901090, 901210, 901290, 901310, 901390, 901410, 901480, 901490, 902710, 902720, 902750, 902781, 902789, 903010, 903031, 903032, 903039, 903082, 903084, 903090, 903141, 903149, 903180, 903190, 903289, 903290"
155392,https://globaltradealert.org/intervention/155392,2026-05-13,Amber,"State aid, unspecified",L: Subsidies (excl. export subsidies),No,India,"270119, 271111, 271600, 281410, 281420, 290511, 290919, 310210, 310230"
155417,https://globaltradealert.org/intervention/155417,2026-05-13,Green,Import tariff quota,"E: Non-automatic licensing, quotas etc.",No,Argentina,392690
